type,project_cost,number_of_workers,project_result
manufacturing,50000000,151,Success
finance,100000000,190,Success
finance,500000000,117,Success
finance,79500000,92,Success
finance,174000000,215,Fail
finance,470000000,235,Success
manufacturing,700000000,242,Success
manufacturing,10000000,132,Success
manufacturing,100000000,89,Success
finance,90160000,241,Success
finance,315000000,94,Success
finance,9000000,118,Success
finance,151000000,128,Success
manufacturing,40000000,133,Success
finance,6000000,223,Success
finance,350000000,61,Fail
finance,2300000,56,Success
manufacturing,40000000,202,Success
manufacturing,750000000,50,Success
finance,744000000,180,Success
finance,760000000,161,Success
finance,9480000,214,Success
finance,160000000,98,Success
manufacturing,1450000000,230,Success
finance,31000000,182,Success
finance,80000000,243,Success
manufacturing,100000000,200,Success
finance,60000000,59,Fail
finance,500000,246,Success
finance,220000000,156,Success
finance,100000000,56,Fail
finance,762500000,169,Success
finance,261900000,85,Success
manufacturing,50000000,138,Success
finance,250000000,156,Success
finance,12000000,117,Success
finance,395000000,90,Fail
finance,65970000,54,Success
finance,283000000,67,Success
finance,50000000,139,Success
finance,40000000,247,Success
finance,90000000,233,Success
finance,160000000,63,Success
finance,22400000,178,Fail
finance,42000000,214,Success
finance,200000000,248,Fail
finance,280000000,224,Success
finance,165000000,181,Success
finance,816000000,167,Success
finance,540000000,233,Success
finance,350000000,68,Success
finance,37890000,151,Success
finance,31000000,63,Success
finance,17000000,205,Success
finance,50000000,138,Success
finance,53000000,233,Success
finance,75000000,60,Success
finance,5000000,176,Success
manufacturing,300000000,143,Fail
finance,200000000,109,Fail
finance,100000000,87,Success
finance,500000000,182,Success
finance,2750000,154,Fail
finance,465000000,167,Success
manufacturing,250000000,96,Success
finance,100000000,190,Success
finance,50000000,121,Success
finance,18900000,204,Success
finance,540000000,99,Success
finance,32150000,153,Success
finance,75000000,153,Success
finance,102320000,236,Success
finance,1600000,226,Success
finance,25000000,105,Success
manufacturing,50000000,80,Success
finance,49000000,227,Success
manufacturing,450000000,109,Success
finance,31000000,228,Success
finance,62000000,191,Success
finance,150000000,80,Success
finance,200000000,118,Success
finance,430000000,231,Success
finance,61500000,219,Success
finance,650000000,117,Success
finance,400000000,244,Fail
finance,1950000,174,Success
finance,104000000,73,Success
finance,428000000,95,Success
finance,992500000,147,Success
finance,200000000,245,Success
finance,101700000,55,Fail
finance,100000000,97,Success
finance,52900000,245,Success
finance,35000000,135,Success
finance,160000,193,Success
finance,90000000,198,Success
finance,417000000,229,Success
finance,45000000,225,Success
finance,152100000,210,Success
finance,607700000,50,Success
finance,100000000,75,Success
manufacturing,100000000,80,Success
manufacturing,40000000,238,Success
finance,10000000,106,Success
finance,23000000,184,Success
finance,45000000,66,Success
finance,35000000,88,Success
manufacturing,200000000,133,Success
finance,638000000,197,Success
finance,1270000,173,Success
finance,390000000,191,Fail
finance,80000000,64,Success
finance,12000000,100,Success
finance,595490000,199,Success
finance,2750000,234,Success
finance,3000000,111,Success
finance,100000000,170,Fail
finance,220000000,80,Fail
finance,12700000,138,Success
finance,171600000,213,Success
manufacturing,250000000,76,Success
finance,200000000,176,Success
finance,50000000,165,Success
finance,140000000,136,Success
manufacturing,125000000,233,Success
finance,264540000,131,Success
manufacturing,40000000,203,Success
finance,500000000,66,Fail
finance,425000000,129,Success
finance,51000000,121,Success
manufacturing,100000000,158,Success
manufacturing,500000000,132,Success
manufacturing,40000000,207,Success
finance,15000000,235,Success
finance,300000,210,Success
manufacturing,50000000,170,Success
finance,8180000,138,Success
finance,400000000,124,Fail
finance,200000000,105,Success
finance,100000000,227,Fail
finance,15000000,96,Success
finance,50000000,163,Success
finance,30000000,120,Success
finance,20000000,114,Success
finance,15580000,109,Success
finance,45000000,65,Success
finance,22000000,199,Success
finance,10000000,84,Fail
finance,52000000,219,Success
manufacturing,110000000,221,Success
manufacturing,30000000,123,Success
finance,120000000,73,Fail
finance,40000000,132,Success
finance,75000000,51,Success
finance,250000000,67,Fail
finance,11540000,74,Success
finance,261000000,130,Success
finance,13000000,191,Success
finance,28050000,136,Success
finance,380850000,144,Success
finance,30000000,223,Success
finance,10000000,58,Success
finance,20000000,230,Fail
finance,25000000,241,Success
manufacturing,200000000,99,Fail
finance,150000000,97,Fail
finance,117500000,88,Fail
finance,90000000,158,Success
finance,1160000000,107,Fail
finance,647110000,56,Success
finance,750000,180,Success
finance,150000000,107,Success
finance,1010180000,84,Fail
manufacturing,10000000,161,Success
manufacturing,40000000,50,Success
finance,24000000,134,Success
finance,15000000,56,Success
finance,173900000,103,Success
finance,780000000,70,Fail
finance,89400000,172,Success
finance,15400000,52,Success
finance,5500000,183,Success
finance,109800000,76,Success
finance,148000000,159,Success
finance,14600000,116,Success
finance,144000000,199,Success
finance,2850000,215,Success
finance,14600000,228,Success
finance,243000000,129,Fail
finance,50000000,56,Fail
finance,150000000,127,Fail
finance,10000000,139,Success
finance,1750000,143,Fail
finance,30000000,78,Success
finance,150000000,66,Success
finance,57000000,86,Success
finance,150000000,86,Success
finance,52000000,122,Fail
finance,200000000,242,Success
finance,203000000,141,Fail
finance,100000000,101,Fail
finance,54400000,227,Success
finance,20000000,198,Success
manufacturing,25000000,104,Success
finance,2750000,167,Fail
finance,262000000,161,Success
finance,175450000,212,Success
finance,19000000,239,Success
finance,31500000,119,Fail
finance,910000000,219,Success
finance,100000000,248,Success
finance,36000000,216,Success
finance,54000000,62,Success
finance,10000000,68,Fail
finance,47000000,56,Success
finance,350000000,96,Success
finance,150000000,58,Success
finance,20000000,136,Fail
finance,65000000,245,Success
finance,105000000,167,Fail
finance,380000000,134,Success
finance,55000000,74,Success
finance,60000000,212,Success
finance,4500000,107,Success
finance,277000000,213,Fail
finance,20000000,82,Success
finance,48000000,179,Success
finance,100000000,139,Success
finance,60000000,187,Success
finance,100000000,67,Success
finance,200000000,64,Fail
finance,60000000,206,Success
finance,30000000,166,Success
finance,15000000,55,Success
finance,6000000,142,Fail
finance,5000000,185,Fail
finance,100000000,207,Fail
finance,100000000,189,Success
finance,35000000,235,Success
manufacturing,150000000,91,Fail
finance,1346200000,146,Success
finance,13400000,79,Success
finance,223000000,191,Success
finance,25000000,141,Success
finance,148630000,50,Success
finance,80000000,144,Success
finance,50000000,129,Success
finance,100000000,64,Success
finance,258500000,192,Success
manufacturing,40000000,163,Success
finance,40000000,161,Success
finance,75000000,145,Success
finance,35000000,206,Success
manufacturing,60000000,113,Success
finance,50000000,86,Success
finance,32970000,117,Success
finance,134900000,169,Success
finance,52250000,96,Success
finance,50000000,95,Success
finance,200000000,128,Success
finance,4900000,118,Fail
finance,261000000,191,Success
finance,56000000,108,Success
manufacturing,25000000,184,Success
finance,16000000,71,Success
finance,102000000,133,Success
finance,57000000,199,Success
finance,175000000,112,Success
manufacturing,40000000,91,Success
finance,80000000,151,Success
finance,13000000,234,Success
finance,130000000,97,Success
finance,52000000,110,Success
finance,365000000,91,Success
finance,138000000,91,Fail
finance,451000000,170,Success
finance,150000000,164,Success
finance,200000000,163,Success
finance,42580000,224,Success
manufacturing,6000000,245,Success
finance,40000000,160,Success
finance,294000000,207,Success
finance,2500000,170,Success
finance,50000000,188,Success
finance,25000000,64,Success
finance,10000000,140,Success
finance,70000000,120,Success
finance,2257000000,169,Success
finance,30000000,148,Success
finance,100000000,170,Success
finance,130000000,152,Success
finance,20000000,191,Success
finance,40000000,155,Success
finance,108500000,77,Success
finance,90000000,54,Success
finance,40000000,230,Success
finance,40000000,54,Success
manufacturing,200000000,196,Success
finance,150000000,114,Success
finance,300000000,56,Success
finance,107000000,158,Success
manufacturing,200000000,134,Fail
finance,500000,151,Success
finance,19300000,241,Success
finance,280000000,215,Success
manufacturing,45000000,238,Success
finance,60000000,194,Success
manufacturing,80000000,98,Fail
finance,50000000,82,Fail
finance,150000000,118,Success
finance,162000000,230,Success
finance,200000000,119,Fail
finance,400000000,90,Success
manufacturing,1150000000,112,Success
finance,33000000,160,Success
finance,64500000,225,Success
finance,225000000,234,Success
finance,140700000,249,Success
finance,250000000,225,Success
finance,750000000,157,Success
finance,117000000,109,Success
finance,20000000,135,Success
finance,100000000,140,Success
finance,10000000,60,Success
finance,20000000,240,Success
manufacturing,65000000,135,Success
finance,200000000,138,Success
finance,40000000,247,Success
finance,25000000,213,Success
finance,2730000,134,Success
finance,15000000,202,Success
finance,3000000,50,Success
finance,165000000,66,Success
finance,150000000,154,Success
finance,9000000,143,Success
finance,45700000,178,Success
finance,190100000,246,Success
finance,1800000,151,Success
finance,50000000,161,Success
finance,333600000,214,Success
finance,5000000,51,Success
finance,102000000,61,Success
finance,313000000,148,Success
finance,50000000,230,Success
finance,300000,111,Success
finance,605000000,189,Success
finance,19390000,234,Success
finance,83000000,69,Success
finance,50000000,240,Success
finance,740000000,127,Success
finance,200000000,161,Success
finance,22000000,82,Success
finance,1050000,115,Success
finance,25000000,212,Success
manufacturing,200000000,201,Success
finance,9000000,121,Success
finance,40000000,145,Success
finance,2130000,123,Success
finance,1090000000,230,Success
finance,470000,164,Success
finance,30000000,142,Success
finance,695000000,71,Success
finance,60000000,199,Success
finance,658000000,101,Fail
finance,121500000,122,Success
finance,20000000,154,Success
finance,40000000,218,Success
finance,50000000,175,Success
finance,8500000,177,Success
finance,50000000,50,Fail
finance,930000000,96,Success
finance,125000000,68,Success
finance,5000000,171,Success
finance,360000000,160,Success
finance,1250000,97,Success
finance,120000000,179,Success
finance,50000000,112,Success
finance,859500000,198,Success
finance,1000000,90,Fail
finance,300000000,60,Fail
finance,1856000000,58,Success
manufacturing,65000000,187,Success
finance,293000000,107,Success
finance,50000000,122,Success
finance,129000000,64,Success
finance,97380000,60,Success
finance,3990000,170,Success
finance,575000000,100,Success
finance,108100000,79,Success
manufacturing,120000000,146,Success
manufacturing,56000000,155,Success
manufacturing,125000000,67,Success
manufacturing,75000000,235,Success
finance,16000000,73,Success
finance,13580000,176,Fail
finance,350000,148,Success
finance,1500000,247,Success
finance,2800000,57,Success
finance,150000000,125,Fail
finance,5500000,97,Success
finance,23350000,224,Success
finance,300000,118,Success
finance,500000,217,Success
manufacturing,16370000,100,Success
finance,10000000,128,Success
finance,30000000,213,Success
finance,23050000,157,Success
finance,52000000,78,Success
finance,55000000,166,Success
finance,300000000,204,Success
finance,10000000,61,Success
manufacturing,26000000,140,Success
finance,440000000,216,Success
finance,2750000,137,Success
finance,126980000,67,Success
finance,1600000,143,Success
finance,15000000,65,Success
finance,4500000,92,Success
finance,568210000,171,Fail
finance,44600000,214,Success
finance,640220000,153,Success
finance,4800000,85,Success
finance,500000,74,Success
finance,42000000,174,Success
finance,15000000,210,Success
finance,25000000,122,Success
finance,7000000,92,Success
finance,35000000,68,Success
finance,3000000,204,Success
finance,3500000,64,Success
finance,950000,93,Fail
finance,18220000,52,Success
finance,200000000,147,Success
finance,15000000,131,Success
finance,42600000,165,Success
finance,36800000,105,Success
finance,500000,181,Success
finance,70000000,210,Success
manufacturing,125000000,74,Success
finance,10000000,56,Success
finance,790000,194,Success
finance,36000000,58,Success
finance,86000000,186,Success
finance,92540000,189,Success
finance,130000000,131,Success
finance,100000000,208,Success
finance,250000,142,Fail
finance,21000000,65,Success
manufacturing,80000000,70,Success
finance,600000,222,Success
finance,30000000,62,Success
finance,50000000,166,Success
finance,200000000,86,Fail
finance,750000,92,Success
finance,16000000,109,Success
finance,80000000,60,Success
